datetime,year,month,day,hour,forecast,temp,hum
2020-01-28 09:00:00,2020,1,28,9,46,-1,90
2020-01-28 12:00:00,2020,1,28,12,25,6,70
2020-01-28 12:00:00,2020,1,28,12,46,1,85
2020-01-28 15:00:00,2020,1,28,15,25,7,65
2020-01-28 15:00:00,2020,1,28,15,46,6,65
2020-01-28 18:00:00,2020,1,28,18,25,5,70
2020-01-28 18:00:00,2020,1,28,18,46,6,60
2020-01-28 21:00:00,2020,1,28,21,25,3,75
2020-01-28 21:00:00,2020,1,28,21,46,4,70
2020-01-29 00:00:00,2020,1,29,0,25,2,80
2020-01-29 00:00:00,2020,1,29,0,46,0,85
2020-01-29 03:00:00,2020,1,29,3,25,1,85
2020-01-29 03:00:00,2020,1,29,3,46,-1,90
2020-01-29 06:00:00,2020,1,29,6,25,0,90
2020-01-29 06:00:00,2020,1,29,6,46,-1,90
2020-01-29 09:00:00,2020,1,29,9,25,1,90
2020-01-29 09:00:00,2020,1,29,9,46,-2,95
2020-01-29 12:00:00,2020,1,29,12,25,6,60
2020-01-29 12:00:00,2020,1,29,12,46,-1,90
2020-01-29 15:00:00,2020,1,29,15,25,7,50
2020-01-29 15:00:00,2020,1,29,15,46,4,65
2020-01-29 18:00:00,2020,1,29,18,25,4,70
2020-01-29 18:00:00,2020,1,29,18,46,5,60
2020-01-29 21:00:00,2020,1,29,21,25,1,80
2020-01-29 21:00:00,2020,1,29,21,46,2,60
2020-01-30 00:00:00,2020,1,30,0,25,0,90
2020-01-30 00:00:00,2020,1,30,0,46,-1,80
2020-01-30 03:00:00,2020,1,30,3,25,0,90
2020-01-30 03:00:00,2020,1,30,3,46,-1,80
2020-01-30 06:00:00,2020,1,30,6,25,-1,90
2020-01-30 06:00:00,2020,1,30,6,46,-2,80
2020-01-30 09:00:00,2020,1,30,9,25,1,90
2020-01-30 09:00:00,2020,1,30,9,46,-4,80
2020-01-30 12:00:00,2020,1,30,12,25,5,65
2020-01-30 12:00:00,2020,1,30,12,46,-1,80
2020-01-30 15:00:00,2020,1,30,15,25,5,60
2020-01-30 15:00:00,2020,1,30,15,46,5,65
2020-01-30 18:00:00,2020,1,30,18,25,2,65
2020-01-30 18:00:00,2020,1,30,18,46,6,55
2020-01-30 21:00:00,2020,1,30,21,25,-1,80
2020-01-30 21:00:00,2020,1,30,21,46,3,60
2020-01-31 00:00:00,2020,1,31,0,25,-1,85
2020-01-31 00:00:00,2020,1,31,0,46,1,70
2020-01-31 03:00:00,2020,1,31,3,25,-2,75
2020-01-31 03:00:00,2020,1,31,3,46,-1,70
2020-01-31 06:00:00,2020,1,31,6,25,-3,85
2020-01-31 06:00:00,2020,1,31,6,46,-2,75
2020-01-31 09:00:00,2020,1,31,9,25,0,90
2020-01-31 09:00:00,2020,1,31,9,46,-3,75
2020-01-31 12:00:00,2020,1,31,12,25,5,65
2020-01-31 12:00:00,2020,1,31,12,46,-1,75
2020-01-31 15:00:00,2020,1,31,15,25,7,60
2020-01-31 15:00:00,2020,1,31,15,46,3,50
2020-01-31 18:00:00,2020,1,31,18,25,4,65
2020-01-31 18:00:00,2020,1,31,18,46,4,45
2020-01-31 21:00:00,2020,1,31,21,25,2,65
2020-01-31 21:00:00,2020,1,31,21,46,1,55
2020-02-01 00:00:00,2020,2,1,0,25,-1,70
